"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","SourceFile","Contributor","Base.Chan","Base.Mamta","Comment.Chan","Comment.Mamta"
"22","koda1255-2","Kodagu, India","koda1255","Kodava","kfa","Eurasia",12.2443,75.9161,"Dravidian","Kodagu.htm","Dr. G. Subbiah, Madurai Kamaraj University, Madurai, India, December 23, 1994.",NA,"",NA,""
"23","kond1295-1","Konda-Dora, India","kond1295","Konda-Dora","kfc","Eurasia",18.26754,82.93402,"Dravidian","Konda-Dora.htm","Mr. Viji Matthew, Wycliffe Bible translator, India, January 30, 2007.",NA,"","Konda remained traditional numerals from 1 to 4, after four, they borrowed Telugu numerals.",""
"24","korr1238-1","Koraga (Korra Koraga), India","korr1238","Korra Koraga","kfd","Eurasia",12.9163,75.2,"Dravidian","Koraga.htm","Dr. S. R. Sharma, Deccan College, Pune, India, December 3, 1990",NA,"",NA,""
"25","kota1263-1","Kota, India","kota1263","Kota (India)","kfe","Eurasia",11.4978,76.9387,"Dravidian","Kota.htm","Dr. G. Subbiah, Madurai Kamaraj University, Madurai, India, December 23, 1994",NA,"","Kota numeral system is similar to Toda numeral system.",""
"26","koya1251-1","Koya, India","koya1251","Koya","kff","Eurasia",17.6772,81.2096,"Dravidian","Koya.htm","Dr. M. S. Andronov, Institute of Linguistics, Russian Academy of Sciences, Moscow, Russia, November 23, 1995. Additional data provided by Bible Society of India, Bangalore, India, November, 1995. Also refer to Tyler, Stephen A. 1969. Koyaː An Outline Grammar ( Gommu dialect). University of California Press, Berkeley and Los Angeles, USA",NA,"","Koya numeral system is similar to Telugu numeral system. There are borrowed words from Indo-Aryan languages for numerals after six.",""
"27","kuii1252-1","Kui, India","kuii1252","Kui (India)","kxu","Eurasia",19.2043,83.5859,"Dravidian","Kui.htm","Dr. M. S. Andronov, Institute of Linguistics, Russian Academy of Sciences, Moscow, Russia, November 23, 1995. Additional data provided by Rev. Sunam Patra Naik (Bible Society of India), July 27, 1995",NA,"","Kui use Oriya numeral system now, old source recorded traditional Dravidian numerals 1 to 7.",""
"28","kuru1302-1","Kurux, India","kuru1302","Indian Kurux","kru","Eurasia",24.4644,86.4657,"Dravidian","Kurukh.htm","Mr. R. Thomas, Wycliffe Organization, India, March 8, 2013.",NA,"","Kurux only retained traditional Dravidian numerals from 1 to 4. Beyond four, they used a mixing numeral system with Dravidian numeral with Hindi loanwords. Now the Kurux people are using the Hindi Numerals more frequently.",""
"29","kuru1302-2","Kurux, India","kuru1302","Indian Kurux","kru","Eurasia",24.4644,86.4657,"Dravidian","Kurukh.htm","Dr. M. S. Andronov, Institute of Linguistics, Russian Academy of Sciences, Moscow, Russia, November 23, 1995 Additional data provided by Bible Society of India, India, November, 1996",NA,"","Kurux only retained traditional Dravidian numerals from 1 to 4. Beyond four, they used a mixing numeral system with Dravidian numeral with Aryan loanwords.",""
"30","kuvi1243-1","Kuvi, Odisha State, India","kuvi1243","Kuvi","kxv","Eurasia",18.8832,83.7552,"Dravidian","Kuvi.htm","Mr. Sam Robert M. A, M. Phil. (PhD research Scholar, Department of Linguistics, Kerala University, Kerala, India, September 5, 2018.","vigesimal","","Kuvi has a vegisimal system. Kuvi only remains two traditional Dravidian numerals 1 to 2. Numerals from three to twenty are expressed by using the Oriya numerals. The Kuvi language people group are living in the Koraput and Malakangiri district of Odisha in India.",""
"31","kuvi1243-2","Kuvi, Odisha State, India","kuvi1243","Kuvi","kxv","Eurasia",18.8832,83.7552,"Dravidian","Kuvi.htm","Reddy, Joy, 1979. Kuvi Grammar. Central Institute of Indian Languages, Mysore, India",NA,"","Kuvi only remains two traditional numerals 1 to 2. Numerals from three to ten are expressed by using the Oriya numerals with the classifier -goʈʈa, numerals from eleven to twenty are expressed by using the Oriya numerals with or without the classifier -goʈʈa. Twenty is salga, but they borrow Oriya word koːɖe to construct compound numerals from 21 to 29.",""
"32","mala1458-1","Malasar, Tamil Nadu, India","mala1458","Malasar","ymr","Eurasia",10.467,76.833,"Dravidian","Malasar.htm","Ms. Aswini Babu, Malasar Bible Translator, India. September 18, 2018.","decimal","","Masalar has a decimal system similar to that of Muduga, Muthuvan, Irula and Yerukula.",""
"33","mala1464-1","Malayalam, India","mala1464","Malayalam","mal","Eurasia",9.59208,76.7651,"Dravidian","Malayalam.htm","Mr. Stephen Daniel, Paniyas Bible Translator, ""EBEN-EZER"" Behind, Co-operative College, Sulthan Bathery. Wayanad Dist. Kerala. India. March 23, 2013.","decimal","","Malayalam has a decimal system.",""
"34","mala1464-2","Malayalam, India","mala1464","Malayalam","mal","Eurasia",9.59208,76.7651,"Dravidian","Malayalam.htm","Rev. Zachariah Koshy, Bible Society of India, Kerala, India, February 2, 1996. Reference sourceː Asher, R.E. & T.C. Kumari, 1997. Malalayam. Routledge publisher.",NA,"","Malayalam distinguish dental and alveolar stops and liquids, the alveolar r is expressed by underlined r̠.",""
"35","mann1246-1","Mannan, India","mann1246","Mannan","mjv","Eurasia",9.85,76.97,"Dravidian","Mannan.htm","Mr. Anil George, Mannan Bible Translator with the help of Mr. Stephen Daniel, ""EBEN-EZER"" Behind, Co-operative College, Sulthan Bathery. Wayanad Dist. Kerala. India. April 24, 2013.","decimal","","Mannan has a decimal system similar to that of Malayalam.",""
"36","mari1414-1","Hill Madia, India","mari1414","Maria (India)","mrr","Eurasia",19.7875,79.9144,"Dravidian","Maria-Abujh.htm","Dr. Christopher Vaz, SIL International, India. October 6, 2011.",NA,"","Hill Maria only remains Dravidian numerals one to seven, they adopt Indo-Aryan numeral system mixed with native terms for numbers after twenty. This is from Bhamragad dialect spoken in Gadchiroli District, Maharashtra, India.",""
"37","mari1414-2","Abujhmaria, India","mari1414","Maria (India)","mrr","Eurasia",19.7875,79.9144,"Dravidian","Maria-Abujh.htm","Natarajan, G.V., 1985. Abujhmaria Grammar. Central Institute of Indian Languages, Mysore, India",NA,"","Abujhmaria only remains Dravidian numerals one to six, they adopt Indo-Aryan numeral system mixed with native terms for numbers after twenty. Some speakers use Dravidian numerals pad and nuːr for ten and hundred in place of the borrowed numerals das and saw respectively. The word ''ɖeɖɖaː'' for thirty is a borrowed word from Indo-Aryan, which means ''one and a half''.",""
"38","mudh1235-1","Mudhili Gadaba, India","mudh1235","Mudhili Gadaba","gau","Eurasia",18.276,83.378,"Dravidian","Gadaba-Mudhili.htm","Mr. & Mrs. Joy & Jessy, Wycliffe-India, India. March 6, 2016.",NA,"","Mudhili Gadaba only retained traditional Dravidian numbers from one to four, and numerals from one to four shows a distinction between human-masculine, human-feminine and non-human as following table; from four onwards they borrowed Telugu numerals with phonological adaptations. Number Neuter Masculine Feminine okkati okkut okkuru okkal ɾeɳɖu iɖɖiɡ iruvur iːral muːɖuɡɛ muːɖuɡɛ muːvur mujal n̪aluɡu n̪aluɡu n̪alvur n̪aɳɖal",""
"39","mudu1239-1","Muduga, Kerala, India","mudu1239","Muduga","udg","Eurasia",11.062,76.5627,"Dravidian","Muduga.htm","Mr. Siby Kuriakose (voice file) and IPA symbols transcribed by Mr. Stephen Daniel, Paniyas Bible Translator, ""EBEN-EZER"" Behind, Co-operative College, Sulthan Bathery. Wayanad Dist. Kerala. India. August 15, 2018.","decimal","","Muduga has a decimal system similar to that of Muthuvan, Irula and Yerukula.",""
"40","mull1244-1","Mullu Kurumba, Kerala, India","mull1244","Mullu Kurumba","kpb","Eurasia",11.29,76.7,"Dravidian","Mullu-Kurumba.htm","Mr. Melwin Jeba, Jennu Kurumba Bible translator, Bible Society of India, India, November 14, 2018","decimal","","Mullu Kurumba has a decimal system similar to that of Kodagu.",""
"41","muth1236-1","Muthuvan, Idukki, Kerala, India","muth1236","Muthuvan","muv","Eurasia",10.3524,76.7328,"Dravidian","Muthuvan.htm","Mr. Anil George (voice file) and IPA symbols transcribed by Mr. Stephen Daniel, Paniyas Bible Translator, ""EBEN-EZER"" Behind, Co-operative College, Sulthan Bathery. Wayanad Dist. Kerala. India. August 15, 2018.","decimal","","Muthuvan has a decimal system similar to that of Irula and Yerukula.",""
"42","nepa1253-1","Uraun (Nepal Khurux), Nepal","nepa1253","Nepali Kurux","kxl","Eurasia",26.72057,86.00255,"Dravidian","Kurux-Nepal.htm","Mr. Bechan Oraon, Tribhivan University, Kathmandu, Nepal, July 28, 2018.",NA,"","Uraun or Nepal Kurukh has used Nepali numeral system now. Prof. Madhav Pokharel reported (2013) checked Ferd Hahn's Kurukh grammar (1985, p. 85) and found that in Kurux the numerals inflect for gender (M, F, N). They have retained only 4 numerals (cardinals): ort-os 'one', irb-ar 'two', nub-ar 'three' and naib-ar 'four'. It is different to Indian Kurukh numeral system. It is related to Nepali numeral system. So its number is in Kurukh phonetics sounds, these sounds are differ from Indian or Bangladeshi Kurukh / oraon. Note that the traditional symbol 'c' = IPA [tʃ], 'ch' = IPA [tʃʰ], 'j' = IPA [dʒ].",""
"43","nort2699-1","Northwestern Kolami, India","nort2699","Northwestern Kolami","kfb","Eurasia",20.1022,78.4934,"Dravidian","Kolami-Northwestern.htm","Dr. Subhangi Kardile, Department of Linguistics, Deccan College Post Graduate & Research Institute, Pune-411006, India, March 13, 2013.",NA,"","Northwestern Kolami only remains Dravidian numerals one to five, six onwards they are borrowed from Marathi. Following is more information about the cardinal numbers and their usage in counting: · 201: donSe okkod, 302: tinSe indiN/don · The numerals from 2 to 4 have three forms each according to human male, human female and rest of the nouns; numeral 1 has two forms as shown in the following table bala ‘boy, son’ pilla ‘girl, daughter’ ella ‘house’ okkon bala one boy ‘one boy’ okkod pilla one girl ‘one girl’ okkod ella one house ‘one house’ iddar bala-kul two boy-plu ‘two boys’ irral pilla-kul two girl-plu ‘two girls’ indiN ella-kul two house-plu ‘two houses’ muggur bala-kul three boy-plu ‘three boys’ muyyal pilla-kul three girl-plu ‘three girls’ mundiN ella-kul three house-plu ‘three houses’ nālgur bala-kul four boy-plu ‘four boys’ nallav pilla-kul four girl-plu ‘four girls’ naliN ella-kul four house-plu ‘four houses’ From five onwards the borrowed numerals are as used as shown in the following: pats dʒen bala-kul sat dʒeni-kul pilla-kul five classifier boys-plu seven classifier-plu girl-plu ‘five boys’ ‘seven girls’ āṭ kūṭe-l dəha ella-kul eight cow-plu ten house-plu ‘eight cows’ ‘ten houses’ In case of human nouns the classifier is used.",""
"44","nort2699-2","Northwestern Kolami, India","nort2699","Northwestern Kolami","kfb","Eurasia",20.1022,78.4934,"Dravidian","Kolami-Northwestern.htm","Mr. Malcolm Johnson, Translations Advisor, Bible Society of India, Bangalore, India. August 22, 1996, November 12, 2012.",NA,"","Northwestern Kolami only remains Dravidian numerals one to five, they adopt Marathi numeral system after five.",""
"45","nort2702-1","Northern Gondi, India","nort2702","Northern Gondi","gno","Eurasia",18.1632,81.3842,"Dravidian","Gondi.htm","Dr. S. R. Sharma, Deccan College, Pune, India, December 3, 1990",NA,"","Northern Gondi remains Dravidian numerals from one to seven, some dialect has nine and ten, after six they borrow Marathi or Hindi numerals.",""
"46","nucl1305-1","Kannada, India","nucl1305","Kannada","kan","Eurasia",13.5878,76.1198,"Dravidian","Kannada.htm","Prof. Harold F. Schiffman, University of Pennsylvania, USA, January 13, 1999. Additional data provided by Prof. S. N. Sridhar, Stony Brook University, New York, USA, January 30, 2007.","decimal","","Kannada numeral system is decimal.",""
"47","pani1256-1","Paniyan, India","pani1256","Paniya","pcg","Eurasia",11.7318,76.0779,"Dravidian","Paniyan.htm","Mr. Stephen Daniel, Paniyas Bible Translator,""EBEN-EZER"" Behind, Co-operative College, Sulthan Bathery. Wayanad Dist. Kerala. India. March 23, 2013.","decimal","","Paniyan has a decimal system similar to that of Malayalam.",""
"48","peng1244-1","Pengo, India","peng1244","Pengo","peg","Eurasia",19.3435,83.6552,"Dravidian","Pengo.htm","Dr. Eric Pederson, Department of Linguistics, University of Oregon, USA, June 24, 1999. Extracted from "" The Pengo language: grammar, texts, and vocabulary "" by T Burrow & Sudhibhushan Bhattacharya, 1970. Clarendon Press, Oxford .",NA,"","In Pengo, as in Kuvi, only remains two traditional Dravidian numerals 1 to 2 used attributively. The first number /ro/ has been metathesized from * or, functions like /onɽu / in Tamil /ronj/; the second number /ri / has been metathesized from original *ir in the same way as /ro/. For numerals after Oriya numerals are used.",""
"49","pott1240-1","Pottangi Ollar Gadaba, India","pott1240","Pottangi Ollar Gadaba","gdb","Eurasia",18.5968,82.7586,"Dravidian","Gadaba-Konekor.htm","Mr. Varghese John, Indian Pentecostal Church, Ollar Gadaba Believers Assembly, India. March 6, 2013.",NA,"","Pottangi Ollar Gadaba or Konekor Gadabar only retained traditional Dravidian numbers from one to three, and numerals from one to three shows a distinction between human-masculine, human-feminine and non-human; four onwards they are following the system of Oriya four onwards they are following the system of Oriya. One= ukut Two= idiɡ ( for feminine, e.g. for representing two woman they will use iral Three= muduk (and for representing three woman use muyal) Four= chari ( four onwards they are following the system of Oriya. Pottangi Ollar Gadaba Phonemic Chart: Consonantsː Bilabial Dental Alveolar Retroflex Palatal Velar Plosives p, b t̪, d̪ ʈ, ɖ tʃ, dʒ * k, ɡ Fricatives s Nasals m n Lateral l Trill r Approximants ʋ j Noteː [t͡ʃ] and [d͡ʒ] the voiceless and voiced post-alveolar affricatives are interpreted as units as they are inseparable, and according to the principle of economy they are treated as units. They act as plosives. The 1996 Sociolinguistic Survey by Indian Institute for Cross Cultural Communications showed that there is a dialect difference. But we, the author at their work have been staying among the people we found free variation of the phoneme t͡s and t͡ʃ between the villages near to Andhra and the Gadaba villages where Desiya is lingua franca. However, phoneme findings show that no separate letter is requested for representing this. Vowelsː Front Central Back High i, iː u, uː Mid e, eː o, oː Low a, aː",""
"50","pott1240-2","Konekor Gadabar, India","pott1240","Pottangi Ollar Gadaba","gdb","Eurasia",18.5968,82.7586,"Dravidian","Gadaba-Konekor.htm","Dr. S. R. Sharma, Deccan College, Pune, India, December 3, 1990.",NA,"","Konekor Gadabar numerals from one to four shows a distinction between human-masculine, human-feminine and non-human; numerals five onwards show a distinction of human masculine and non-human-masculine.",""
