"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","SourceFile","Contributor","Base.Chan","Base.Mamta","Comment.Chan","Comment.Mamta"
"15","asho1236-1","Asho Chin, Bangladesh, Myanmar","asho1236","Asho Chin","csh","Eurasia",21.393,93.5069,"Sino-Tibetan","Chin-Asho.htm","Mr. Mridul Sangma, SIL International, December 18, 2008.","decimal","","Asho Chin has a decimal system.",""
"16","athp1241-1","Athpariya (Athpare), Nepal","athp1241","Athpariya","aph","Eurasia",26.8794,87.3296,"Sino-Tibetan","Athpariya.htm","Prof. Jadranka Gvozdanović, University of Amsterdam, Netherlands. July 18, 1994.",NA,"","Athpariya only has three traditional numerals, after three they use Nepali numerals .",""
"17","aton1241-1","A'tong, India, Bangladesh","aton1241","Atong (India)","aot","Eurasia",25.346508,90.658722,"Sino-Tibetan","Atong.htm","Mr. Sansuma Brahma, Junior Research Fellow, Central Institute of Indian Languages, Mysore, India, August 12, 2018.","decimal","","A'tong of Garo is spoken in Siju, South Garo Hills, Meghalaya, India. A'tong has developed into a decimal system and became a toneless Tibeto-Burman language now, this might be due to the influence of toneless Khasi which is Austro-Asiatic language, but this theory is still controversial. Note that the traditional symbol 'c' = IPA [tɕ], ''j' = IPA [dʑ], s = IPA [ɕʰ ~ ɕ], 'y' = IPA [j]",""
"18","aton1241-2","A'tong, India, Bangladesh","aton1241","Atong (India)","aot","Eurasia",25.346508,90.658722,"Sino-Tibetan","Atong.htm",NA,NA,"",NA,""
"19","aton1241-3","A'tong, India, Bangladesh","aton1241","Atong (India)","aot","Eurasia",25.346508,90.658722,"Sino-Tibetan","Atong.htm","Dr. Seino van Breugel, Department of Linguistics, La Trobe University, Australia, December 27, 2009, December 24, 2013. Reference: van Breugel, Seino. 2014. A grammar of Atong. Leiden Boston: Brill.","decimal AND vigesimal","","A'tong has two sets of numeral systems (one is archaic vigesimal and a decimal influenced by Garo) and modern loan numerals with phonological adaptations from English and Hindi that they are only used to count certain things and participate in different constructions than the indigenous numerals. Sound changes occurred when the numerals were borrowed into A'tong. The original nasalisation of the Hindi source language in the numeral pãc 'five' has been lost in A'tong but consonant clusters are retained in panc '5' and gyara '11'. The retroflex stop in (āʈ) 'eight' has lost its retroflexion. The Hindi aspirated palatal affricate phoneme (ch) has been replaced by /c/ in A'tong. The difference between the vowels (aw) and (o) in (do) '2) and (naw) '9' and the length distinctions on other vowels have disappeared in A'tong. Finally, the numerals '4' can been pronounced with or without final /d/ and 10 has two allomorphs dəs ~das reflecting Hindi (das).",""
"20","awuu1235-1","Southeastern Yi, China","awuu1235","Southern Awu (Lope)","yiu","Eurasia",25.395,103.306,"Sino-Tibetan","Yi-Southeast.htm","Prof. Sun Hongkai, 3 October, 1999 Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China",NA,"",NA,""
"21","axiy1235-1","Axi Yi, China","axiy1235","Axi Yi","yix","Eurasia",24.6009,103.713,"Sino-Tibetan","Yi-Axi.htm","Mr. Greg Huteson, SIL International, East Asia, March 28, 2007.","decimal","","Axi Yi has a decimal system.",""
"22","azha1235-1","Azha, China","azha1235","Azha","aza","Eurasia",23.9,104.15,"Sino-Tibetan","Yi-Azha.htm","Dr. Jamin Pelkey, La Trobe University, Australia /SIL International, November 11, 2008.","decimal","","Azha has a decimal system. Azha is a language in the Southeastern Ngwi group. Note that the forms of compound numerals 13 to 19, 22 to 29, 30, 40, 50, 60, 70, 80, 90, 200 and 2000 need to be checked with new data. Please note that there are two different forms for the number ''ten''.",""
"23","azhe1235-1","Azhe Yi, China","azhe1235","Azhe","yiz","Eurasia",24.405,103.441,"Sino-Tibetan","Yi-Azhe.htm","Prof. Sun Hongkai, Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China, October 3, 1999.","decimal","","Azhe Yi has a decimal system.",""
"24","bahi1252-1","Bahing (Ba'yung), Nepal","bahi1252","Bahing","bhj","Eurasia",27.3323,86.3949,"Sino-Tibetan","Bahing.htm","Prof. Sueyoshi Toba, SIL-Nepal, January 26, 1994. Dr. Lal-Shyãkarelu Rapacha & Danturam Tolocha, Jawaharlal Nehru University, India, June 2, 2006.","vigesimal","","Bahing has a vigesimal system of Tibeto-Burman origin. Lal-Shyãkarelu Rapacha & Danturam Tolocha were able to record more complete data up to two thousand in 2006 (second column).",""
"25","baim1244-1","Baima, China","baim1244","Baima","bqh","Eurasia",33.1001,103.952,"Sino-Tibetan","Baima.htm","Prof. Sun Hongkai, Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China, October 3, 1999","decimal","","Baima has a decimal system.",""
"26","balt1258-1","Balti, Pakistan, India","balt1258","Balti","bft","Eurasia",34.4491,77.2859,"Sino-Tibetan","Balti.htm","Mr. Muhammad Zaman Sagar, Frontier Language Institute, Peshawar, Pakistan, November 23, 2007.","vigesimal","","Balti has a traditional vigesimal system but the tens 20, 30 and 50 is formed by 2, 3 and 4 multiply ten. Balti is a toneless Tibeto-Burman language. The traditional phonetic symbols used are ː č = tʃ, ñ=ɲ, ž = dʒ and š = ʃ.",""
"27","bant1281-1","Bantawa Rai, Nepal, Sikkim","bant1281","Bantawa","bap","Eurasia",27.12147,87.04738,"Sino-Tibetan","Bantawa.htm","Dr. Marius Doornenbal. Leiden University Center for Linguistics, Netherlands, July 3, 2010.",NA,"","The Bantawa numeral system is hopelessly defective, as it is under great pressure from Nepali, which is invariably used in trading contacts of any nature with neighboring people. However, the numerals up to three are widely used in preference to Nepali numerals and many people, even young people, will have an idea of what four and five is in Bantawa. For numbers over five no consistent number system can be elicited. In the noun phrase, numerical or other quantification takes the first slot in the order of things. Numbers require the presence of qualifiers or classifiers. Classifiers are the counters that are used to define the unit of counting in the domain to which the head noun refers. Classifiers signal the semantic type of noun if it is individuated and therefore, classifiers put the nouns into classes. Classes are purely intuitive and if one knows the meaning of a word, by inference via the taxonomy of things, one can establish the classifier of choice. The properly quantified noun phrase then has the syntax: numeral-classifier (modifiers) noun (suffixes). All numbers over two may take the counter <-ka> (CNT), and numbers over three do so obligatorily. Although this morpheme has no obvious function, it is a productive suffix in the sense that also Nepali loan numerals get the affix. The counter suffix <-ka> cannot fruitfully be reduced to an incidental lexical regularity. nəu-ka-paŋ mɨna nine (N)-CNT-qhum manː ‘nine people’.",""
"28","bant1281-2","Bantawa Rai, Nepal, Sikkim","bant1281","Bantawa","bap","Eurasia",27.12147,87.04738,"Sino-Tibetan","Bantawa.htm","Prof. Udaya Singh and Linguistic and Cultural Documentation team, Central Institute of Indian Languages, Mysore, India, December 22, 2008.","decimal","","Bantawa dialect in Sikkim has a decimal system.",""
"29","bant1281-3","Bantawa Rai, Nepal, Sikkim","bant1281","Bantawa","bap","Eurasia",27.12147,87.04738,"Sino-Tibetan","Bantawa.htm","Prof. Jadranka Gvozdanović, University of Amsterdam, Netherlands, July 18, 1994.","quinary","","The dialect of Bantawa in Nepal has a five-based system. Some informants use four hands 'reʈkachuk' to express 'twenty'.",""
"30","bawm1236-1","Bawm Chin, Bangladesh","bawm1236","Bawm Chin","bgr","Eurasia",22.4405233333,92.92553,"Sino-Tibetan","Chin-Bawm.htm","Prof. Lorenz G. Löffler, University of Zürich, Switzerland, March 17, 1995",NA,"","Bawm Chin is a tonal language, but the data did not indicate tones.",""
"31","belh1239-1","Belhariya, Nepal","belh1239","Belhariya","byw","Eurasia",26.9972,87.2783,"Sino-Tibetan","Belhariya.htm","Prof. Balthasar Bickel, Department of General Linguistics, University of Zurich, Switzerland, February 25, 2013.",NA,"","Belhariya only retained three traditional numerals, all numerals higher than three are expressed by Nepali loans, expect that I never observed any mixing anywhere. The three native numerals that survive are i- '1', siC '2' (underspecified stop consonant) and sum- '3'. They *never* occur without numeral classifiers, not even when doing calculations or when counting. The basic two classifiers are -kira (neutral) vs. -baŋ (human), so we get (with regular phonology applied):",""
"32","biet1238-1","Biate (Biete), Meghalaya, India","biet1238","Biete","biu","Eurasia",24.273507,92.94342,"Sino-Tibetan","Biate.htm","Dr. Hiram Ring, Research Fellow, Department of Linguistics, Nanyang Technological University, Singapore. October 9, 2017. Data from Saipung speakers recorded in October 2016 near Jowai, Meghalaya, India","decimal","","Biate or Biete has a decimal system.",""
"33","biet1238-2","Biate (Biete), Meghalaya, India","biet1238","Biete","biu","Eurasia",24.273507,92.94342,"Sino-Tibetan","Biate.htm","S. Liangao Soto and Benjamin Rai, Translation Centre, The Bible Society of India, Shillong, India, August 11, 1995.","decimal","","Biete has a decimal system. The Biate data was written in orthographic spelling, updated data in phonetic transcriptions with tones are needed.",""
"34","bisu1244-1","Bisu, China, Thailand","bisu1244","Bisu","bzi","Eurasia",20.8542,99.9862,"Sino-Tibetan","Bisu.htm","Prof. Xu Shixuan, Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China, October 3, 1999.","decimal","","Bisu has a decimal system.",""
"35","biyo1243-1","Biyo, China","biyo1243","Biyo","byo","Eurasia",22.511,101.652,"Sino-Tibetan","Biyo-Hani.htm","Prof. Sun Hongkai, Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China, October 3, 1999.","decimal","","Biyo has a decimal system.",""
"36","bodo1269-1","Bodo, India","bodo1269","Bodo-Mech","brx","Eurasia",26.1,92,"Sino-Tibetan","Bodo.htm","Mr. Aleendra Brahma, Junior Project Fellow, Dept. of Computer Science and Engineering, Indian Institute of Technology, Guwahati University, Assam, India. June 26, 2009.","decimal","","Bodo has a decimal system.",""
"37","bodo1269-2","Bodo, India","bodo1269","Bodo-Mech","brx","Eurasia",26.1,92,"Sino-Tibetan","Bodo.htm","Prof. Suhnu Ram Sharma , Deccan College Post-Graduate and Research Institute, Pune, India, January 7, 1993. Reference sourceː Pramod C. Bhattacharya, 1977. A Descriptive Analysis of the Boro Language. Gauhati Univerisity, Assam, India","decimal","","Bodo has a decimal system. Bodo has four tonesː high tone (indicated by superscript 1); mid tone (indicated by 2); low tone (indicated by 3), and four tone or neutral tone (indicated by 0).",""
"38","bori1243-1","Adi-Bokar, China, India","bori1243","Bori-Karko","adi","Eurasia",27.62812,94.3538,"Sino-Tibetan","Adi-Bogaer.htm","Dr. Geyi Tutu, Deccan College Post-Graduate and Research Institute, Pune, India, July 24, 2018.","decimal","","Adi-Bokar has a decimal system, the above data is taken from Bokar tribe in Indian side. 1. The numbers from eleven to nineteen are formed by the combination of more than one morpheme. iji+golaŋ or la+basic numeral form. 2. The numbers from 21-29, 31-39, 41-49, 51-59, 61-69, are formed according to the following formula Decade + basic numerals from one to nine. An example Bokar numbers from twenty to hundred/ʤar/ for thousand is borrowed from Assamese. 3. The number /liŋ/ “hundred” /ʤar/ “thousand” are composed of monomorpheme and cannot be analyzed into further component. Bokar numbers are combined for higher numbers the connective ‘gola’ ‘and’ is used to conjoin the numbers when they get longer, even they used basic numerals like aken ‘one’ aɲi ‘two’ aum ‘three’ To make longer Combination of Bokar numbers.",""
"39","bori1243-2","Adi-Bogaer, China, India","bori1243","Bori-Karko","adi","Eurasia",27.62812,94.3538,"Sino-Tibetan","Adi-Bogaer.htm","Prof. Sun Hongkai, Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China, October 3, 1999.","decimal","","Adi-Bogaer has a decimal system.",""
"40","brek1238-1","Brek Karen (Kayaw), Myanmar","brek1238","Brek Karen","kvl","Eurasia",19.0561,96.8365,"Sino-Tibetan","Karen-Brek.htm","Miss. Hsar Shee, MA student at linguistics department of Payap University, Chiangmai, Thailand. March 29, 2011.","decimal","","Brek Karen (Prek Karen) or Kayaw has decimal system different from that of other Karenic languages.",""
"41","brek1238-2","Kayaw, Kayah State, Myanmar","brek1238","Brek Karen","kvl","Eurasia",19.0561,96.8365,"Sino-Tibetan","Karen-Kayaw.htm","Mr. O. Gamache through Mr. Nathan Statezni, SIL, Chiangmai, Thailand. November 16, 2017.","decimal","","Kayaw has a decimal numeral system similar to that of Manumanw. There are high numbers for 1,000,000. tə̄ tʊ, and 10,100,000. tə̄ pʊ. Note thatː [θ ~ s].",""
"42","brek1238-3","Kayaw, Kayah State, Myanmar","brek1238","Brek Karen","kvl","Eurasia",19.0561,96.8365,"Sino-Tibetan","Karen-Kayaw.htm","Mr. O. Gamache through Mr. Nathan Statezni, SIL, Chiangmai, Thailand. November 16, 2017.",NA,"","Also, reported as an old system, with Shan influence, used for money /weight; now rarely used)",""
"43","brok1248-1","Dakpa (Brokpake), Bhutan","brok1248","Brokpake","sgt","Eurasia",27.3438,91.9972,"Sino-Tibetan","Dakpa.htm","Mr. Uldis Balodis, PhD Student at Department of Linguistics, University of California at Santa Barbara, USA. September 25, 2009.","decimal AND vigesimal","","Dakpa has both a vigesimal system and a decimal system. For the numerals 'one thousand' and 'two thousand' note the two different variants. The 'toŋ' numerals only occur for these two numerals and are not productive for higher multiples beyond 'two thousand' according to the consultant who worked with the Dzala field methods course. The Dakpa data is not my own but from the van Driem reference I give at the end of the data. In his article with this data he gives no explanation of the orthography he uses. Dakpa reference: van Driem, George. 2007. Dzala and Dakpa form a coherent subgroup within East Bodish, and some related thoughts. In Linguistics of the Himalayas and Beyond, eds. Roland Bielmeier & Felix Haller. Mouton de Gruyter: Berlin & New York.",""
"44","bugu1246-1","Bugun (Khowa), India","bugu1246","Bugun","bgg","Eurasia",27.1929556,92.4713002,"Sino-Tibetan","Bugun-Khowa.htm","Miss Prarthana Acharyya, Ph.D Student, Linguistics Research Scholar at the Indian Institute of Technology, Guahati, India, July 23, 2018. Data taken from "" Numerals in Bugun, Deuri and Nocte"" by Madhumita Barbora, Prarthana Acharyya and Trisja Wango, North East Indian Linguistics 7 (NEIL 7), Asia-Pacific Linguistics, Colleagues of Asia and the Pacific, The Australian National University, Canberra, Australia, 2015.","decimal","","Bugan has a decimal system. In Bugun for the addition process, a conjunctive marker na combines the numerals. The conjunctive marker na has a full form nana ‘and’. When numerals eleven to nineteen are built, the cardinal numeral suã ‘ten’ i.e. the base n combines with the conjunctive na ‘and’ and is followed by y i.e. the basic cardinals one to nine add up to the base numeral. For instance when dʒió ‘one’ follows suã na to form suã na dʒio ‘ten and one’ we have ‘eleven’. Native speakers use the weak form sna of suã na when they build the digits from eleven to nineteen by deleting the diphthong /uã/ to from a syllable initial cluster sna; In case of the cardinals 21 to 29 the conjunctive na follows the basic numeral itʃʰɑk ‘twenty’ with the numerals 1 to 9. In regular speech the conjunctive na is dropped by the native speakers. In Bugun the multiples from thirty to ninety are formed when sa a variant of the numeral súã ‘ten’ multiplies with the basic numerals ‘three’ to ‘nine’. The multiples of hundred are formed with the core numeral wiam ‘hundred’. Native speakers use the word hazrai for thousand instead of wiam suã. The numeral hazrai is derived from hazar ‘thousand’, a numeral found in most Indo-Aryan languages. Note that we observe that Bugun numerals have three tones high, mid and low. It must be noted that tone in Bugun is disappearing mainly due to the impact of languages like Hindi, Nepali, Assamese and others. Tone variations are hardly noticed in Bugun, Deuri and Nocte due to language contact. As most speakers use Hindi, Assamese or Nepali in their everyday life, they have lost tone in their native languages. Also due to lack of active use of native language they can no longer distinguish tone variation nor can they use them.",""
"45","bugu1246-2","Bugun (Khowa), India","bugu1246","Bugun","bgg","Eurasia",27.1929556,92.4713002,"Sino-Tibetan","Bugun-Khowa.htm","Bugan language, 1990. Government of Arunachal Pradesh, India",NA,"","Bugan is a tonal and related to the Sulung language.",""
"46","bujh1238-1","Bhujel, Nepal","bujh1238","Bujhyal","byh","Eurasia",28.0084,84.5068,"Sino-Tibetan","Bhujel.htm","Dr. Dan Raj Regmi. Central Department of Linguistics, Tribhuvan University, Nepal. December 25, 2010.",NA,"","Bhujel has % lexical similarity with Chepang. Nowadays, the Bhujel speakers use Nepali numerals after three. Note the orthography spelling 'jy'=IPA [dʒ].",""
"47","bwek1238-1","Bwe Karen, Myanmar","bwek1238","Bwe Karen","bwe","Eurasia",18.9796,96.9936,"Sino-Tibetan","Karen-Bwe.htm","Miss. Hsar Shee, MA student, Department of linguistics, Payap University, Chiangmai, Thailand. November 13, 2008.","decimal","","Bwe Karen has developed a decimal numeral system now.",""
"48","bwek1238-2","Bwe Karen, Myanmar","bwek1238","Bwe Karen","bwe","Eurasia",18.9796,96.9936,"Sino-Tibetan","Karen-Bwe.htm","Dr. David B. Solnit, University of California, Berkeley, USA, June 5, 2006. Sourceː Henderson, Eugenie J.A. 1997. Bwe Karen Dictionary. Anna J. Allott, editor. SOAS, University of London.",NA,"","The above Bwe Karen numeral system is incomplete.",""
"49","caml1239-1","Camling (Rodung), Nepal, Sikkim","caml1239","Camling","rab","Eurasia",27.3371,86.7612,"Sino-Tibetan","Camling.htm","Dr. Vishnu S. Rai, retired professor from Central Department of Linguistics, Tribhuvan University, Kathmandu, Nepal, July 19, 2018.",NA,"","The Chamling (Camling or Rodong) people has only preserved traditional numbers from 1 to 4 and the rest were recently developed. After 10 they use Nepali numbers now.",""
"50","caml1239-2","Camling (Rodung), Nepal, Sikkim","caml1239","Camling","rab","Eurasia",27.3371,86.7612,"Sino-Tibetan","Camling.htm","Prof. Udaya Singh and Linguistic and Cultural Documentation team, Central Institute of Indian Languages, Mysore, India. December 22, 2008.","decimal","","Rodung (Camling) has a decimal system.",""
"51","caml1239-3","Camling (Rodung), Nepal, Sikkim","caml1239","Camling","rab","Eurasia",27.3371,86.7612,"Sino-Tibetan","Camling.htm","Prof. Karen Ebert, University of Zurich, Switzerland, January 4, 1994. Dr. Lal-Shyãkarelu Rapacha & Bag-Ayagyami Yalungcha, Jawaharlal Nehru University, India ( second column), May 17, 2006.",NA,"","Nowadays, the traditional numbers have been replaced by Nepali after three.",""
"52","caml1239-4","Camling (Rodung), Nepal, Sikkim","caml1239","Camling","rab","Eurasia",27.3371,86.7612,"Sino-Tibetan","Camling.htm","Prof. Karen Ebert, University of Zurich, Switzerland 4 January, 1994, February 16, 2013.",NA,"","Nowadays, the traditional numbers have been replaced by Nepali after three. My work on Camling is nearly 20 years old, and I have looked at other languages in the meantime. The short remark in my mini-description of Camling (Ebert 1999), that the numerals i- , haka-, sum-/sim- combine with classifiers is correct. Therefore the first forms in the list of Singh you sent me on February 4 should have a hyphen to show that they need some suffix. That higher numbers are always borrowed from Nepali is not true. I don't think I have ever heard bʰukka(ra) for 4, bute.g. ŋara is quite common. However, in my data it never occurs without (ŋa) or with a different classifier(ŋa-po, ŋa-li).",""
"53","cent2004-1","Central Bai, China","cent2004","Central Bai","bca","Eurasia",26.1666,99.7052,"Sino-Tibetan","Bai-Central.htm","Dr. Bryan Allen, SIL International, East Asia Group, April 1, 2009.","decimal","","Central Bai has a decimal system.",""
"54","cent2004-2","Central Bai, China","cent2004","Central Bai","bca","Eurasia",26.1666,99.7052,"Sino-Tibetan","Bai-Central.htm","Prof. Sun Hongkai, Centre of Minority Languages, Chinese Academy of Sciences, Beijing, China, October 3, 1999.","decimal","","Central Bai has a decimal system.",""
