"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","SourceFile","Contributor","Base.Chan","Base.Enock","Comment.Chan","Comment.Enock"
"11","abur1244-1","Abureni, Bayelsa state, Nigeria","abur1244","Abureni","mgj","Africa",4.62301,6.50634,"Atlantic-Congo","Abureni.htm","Mr. Daniami Etire, Language Documentation Institute, Nigeria. December 5, 2020. Modified with for some IPA symbols provided Dr. Onyinye Anulika Chiemezie, Department of Linguistics, Nnamdi Azikiwe University, Awka, Anambra State, Nigeria. December 11, 2020","vigesimal","","Other comments: Abureni has a vigesimal numeral system similar to that of the Ogbia language.",""
"12","adam1253-1","Adamawa Fulfulde, Cameroon","adam1253","Adamawa Fulfulde","fub","Africa",8.140326,13.077338,"Atlantic-Congo","Fulfulde-Adamawa.htm","Mr. Edward Tong, SIL International, Cameroun, June 7, 2008.","quinary AND decimal","","Adamawa Fulfulde has a quinary-decimal system. The above data was based on Diamaré dialect in Far North of Cameroun. The phonetic symbols ː [ɗ ] is an implosive stop. The conversions between traditional phonetic symbols and IPA areː c= [t͡ʃʰ], j=[d͡ʒ ] and y=[ j], Double vowels are longː ee=[ eː ], oo=[oː].",""
"13","adan1247-1","Dangme, Ghana","adan1247","Adangme","ada","Africa",5.9437,0.13243,"Atlantic-Congo","Dangme.htm","Prof. Mary Esther Kropp Dakabu, University of Ghana, February 1, 2008","decimal","","Dangme has a decimal system of identical to that of Ga. Dangme has 3 tones: High = á, Mid = ā, Low = à. Vowel nasalization is contrastive. Orthographic ny = [ɲ], ng = [ŋ], ngm = [ŋ͡m].",""
"14","adan1248-1","Adangbe, Ghana and Togo","adan1248","Adangbe","adq","Africa",6.50546,0.727155,"Atlantic-Congo","Adangbe.htm","Dr. Mercy Akrofi Ansah, Institute of African Studies, University of Ghana, Legon-Accra, Ghana. March 18, 2021.","decimal","","Adangbe has a decimal system.",""
"15","adel1244-1","Adele, Togo, Ghana","adel1244","Adele","ade","Africa",8.16975,0.619185,"Atlantic-Congo","Adele.htm","Mrs. Jenny Rowe, Summer Institute of Linguistics, Togo-Benin, September 18, 1989. Additional information provided by Adele speakerː Mr. Ernest Nniakyire, 18, Dec., 2007","vigesimal","","Adele has a vigesimal system with special forms for 7 and 9.",""
"16","adio1239-1","Adioukrou, Côte d'Ivoire","adio1239","Adioukrou","adj","Africa",5.38228,-4.52522,"Atlantic-Congo","Adioukrou.htm","Dr. Cocora Jacques, University of Cocody, Côte d'Ivoire, September 6, 1998. Mr. Jacob Gnagne, SIL-Côte d'Ivoire, November 22, 1998.","vigesimal","","Adioukrou has a vigesimal system. Note that y = IPA [j].",""
"17","agat1236-1","Agatu, Nigeria","agat1236","Agatu","agc","Africa",7.97915,7.71639,"Atlantic-Congo","Agatu.htm","Mr. Yakubu Jacob Umar through Dr. Gideon S. Omachonu, Dept. of languages and Linguistics, Nasarawa State University, Nasarawa State, Nigeria. August 9, 2011.","vigesimal","","Agatu has a vigesimal system similar to that of Idoma. The highest number is úla, which might etymologically mean 20 x 20. NB: All unmarked segments carry mid tone.",""
"18","aghe1239-1","Aghem, Cameroon","aghe1239","Aghem","agq","Africa",6.38956,10.0807,"Atlantic-Congo","Aghem.htm","Mr. Nelson Tschonghongei, linguistics student, University of Yaounde I / the Aghem Language Development Committee (ALDEC), members in Wum, through Dr. Pierpaolo Di Carlo, Department of Linguistics, University at Buffalo, The State University of New York, USA. July 29, 2012.","decimal","","The modern Aghem numeral system is decimal. There are option for the number 20 wu̞ːwu̝ etymologically means 'human body'), this means that Aghem might have a traditional numeral system based on twenty before. There is an option for 100 fə́fu̝ː used to count of money. Other higher numbers areː fə́kʷə́n for 1000.000 and bàŋ for 1000.000.000. Note that there are six tones in Aghemː High tone v́, Mid tone V̄, Low tone V̀, Falling tone V̂, Rising tone V̌ and High mid v.",""
"19","aghe1239-2","Aghem, Cameroon","aghe1239","Aghem","agq","Africa",6.38956,10.0807,"Atlantic-Congo","Aghem.htm","Dr. Domché Teko Engelbert, University of Yaoundé I, Cameroun, November 26, 1996.","decimal","","Aghem has a decimal system. The Aghem number 'twenty' is irregular and etymologically means 'body of a person' = 10 fingers and 10 toes. The remaining decades are forms by ŋ́-ʔɣɨ́m + the numbers 3 through 9.",""
"20","agwa1247-1","Agwagwune, Nigeria","agwa1247","Agwagwune","yay","Africa",5.81055,8.03166,"Atlantic-Congo","Agwagwune.htm","Prof. Kay Williamson and Dr. Ethelbert E. Kari, University of Port Harcourt, Nigeria, June 1, 1997.","vigesimal","","Agwagwune has a vigesimal numeral system with separate words for 15, 200, and particular constructions 9, 14, 19. There were missing terms for 23 to 29, 1000 and 2000.",""
"21","ahan1243-1","Ahanta, Ghana","ahan1243","Ahanta","aha","Africa",4.85147,-1.94657,"Atlantic-Congo","Ahanta.htm","Mr. Sammy Ntumy, GILLBT (The Ghana Institute of Linguistics, Literacy and Bible Translation), Ghana. April 11, 2002, December 1, 2009.","decimal","","Ahanta has a decimal system. Note that all the vowels that precede [n] at the end of the words are nasalized and the word for ten in fifty is different from other tens (20, 40, 50, 60, 70, 80 and 90 ).",""
"22","ajab1235-1","Aja-Gbe (Aja), Togo, Benin","ajab1235","Aja (Benin)","ajg","Africa",7.06634,1.64992,"Atlantic-Congo","Aja-Gbe.htm","Terry & Nancy Sullivanand. Summer Institute of Linguistics, Togo-Benin, February 19, 1999. Mr. Joshua T. Ham, SIL-Togo-Benin, October 2, 2006.",NA,"","Aja-Gbe has a rather complicated numeral system of counting similar to that of Fon-Gbe. There are two sets of 1 to 10, the first set is a number used when counting abstractly, the second set would be used for counting concrete items.",""
"23","akan1250-1","Akan (Akuapem Twi), Ghana","akan1250","Akan","aka","Africa",6.34756,-1.33254,"Atlantic-Congo","Akan.htm","Dr. Mercy Akrofi Ansah, Language Centre, University of Ghana, Legon-Accra, Ghana. April 23, 2012.","decimal","","Akan has a decimal system. The above data was taken from Twi dialect of Akan.",""
"24","akan1250-2","Akan, Ghana","akan1250","Akan","aka","Africa",6.34756,-1.33254,"Atlantic-Congo","Akan.htm","Dr. James Essegbey, University of Florida, USA, January 6, 2008.","decimal","","Akan has a decimal system.",""
"25","akas1242-1","Akaselem, Togo","akas1242","Akaselem","aks","Africa",8.8858,1.37035,"Atlantic-Congo","Akaselem.htm","Mr. Aboubakari Sama through Ms. Johannes Merz, SIL-Togo-Benin, June 7, 2010.","vigesimal","","Akaselem has a vigesimal system, some numerals are similar to those of Ntcham language.",""
"26","akeb1238-1","Akebu, Togo","akeb1238","Akebu","keu","Africa",7.78365,0.77668,"Atlantic-Congo","Akebu.htm","Mr. Jacques Sossoukpe, SIL International, Togo-Benin, March 20, 2010.","decimal","","Akebu has a decimal system. The number 'nine' etymologically probably derived from '10 lacking one'. Akebu Consonant Chart Labial Labio-dental Alveolar Retroflex Palatal Velar Labio-Velar Stop p, b t, d ʈ, ɖ k, g kp, gb Fricative β f, v s, z h Affricate tʃ, dʒ Nasal m n ɲ ŋ Lateral l Approximant j w Akebu Vowel Chart Front Central Back Close i, ɪ ɨ u, ʊ Close-mid e ə o Open-mid ɛ ɔ Open a NBː - For long vowels I have doubled the symbols to make it simple for me to represent the tones on each. - Twelve = ten with two, etc.",""
"27","akeb1238-2","Akebu, Togo","akeb1238","Akebu","keu","Africa",7.78365,0.77668,"Atlantic-Congo","Akebu.htm","Mrs. Jenny Rowe, Summer Institute of Linguistics, Togo-Benin, May 8, 1994.","decimal","","Akebu has a decimal system. The number 'nine' etymologically probably derived from '10 lacking one'.",""
"28","akoo1248-1","Akoose (Bakoose), Cameroon","akoo1248","Akoose","bss","Africa",4.9243,9.65522,"Atlantic-Congo","Akoose.htm","Dr. Robert Hedinger, Summer Institute of Linguistics, Cameroun, February 12, 1994.","decimal","","Akoose has a decimal numeral system.",""
"29","akpe1248-1","Akpes, Nigeria","akpe1248","Akpes","ibe","Africa",7.50256,5.95559,"Atlantic-Congo","Akpes-Ekiromi.htm","Prof. Francis Oyebade, Department of Linguistics, Adekunle Ajasin University, Akungba –Akoko, Ondo State, Nigeria. June 18, 2012.","vigesimal","","Akpes has a vigesimal numeral system. The data is taken from Ekiromi variety.",""
"30","akum1238-1","Akum, Cameroon","akum1238","Akum","aku","Africa",6.85716,9.96261,"Atlantic-Congo","Akum.htm","Dr. Tamara Prischnegg, Institute of African Linguistics (Institut für Afrikawissenschaften), University of Vienna, Vienna, Austria, April 15, 2013.","quinary","","Akum number system is based on five, the numbers 6-9 are composed of 5+1, 2, 3, 4. Higher numerals after ten needed.",""
"31","akwa1248-1","Akwa, DR of the Congo","akwa1248","Akwa","akw","Africa",-0.39897,15.4623,"Atlantic-Congo","Akwa.htm","Dr. André Jacquot, Institut Français de Recherche pour le Développement en Coopération, Paris, France, January 5, 1996.","decimal","","Akwa has a decimal system similar to that of Koyo.",""
"32","alag1242-1","Alago, Nigeria","alag1242","Alago","ala","Africa",8.34986,8.52085,"Atlantic-Congo","Alago.htm","Mr. Daniel Gya and Alago team, Nigerian Bible Translation Trust, Jos, Nigeria. July 8, 2012.","decimal","","Alago numerals are similar to that of Agatu and other Idomoid languages, but the Alago numeral system is decimal. NB: All unmarked segments carry mid tone.",""
"33","alla1248-1","Alladian, Lagunes, Côte d'Ivoire","alla1248","Alladian","ald","Africa",5.22371,-4.42647,"Atlantic-Congo","Alladian.htm","Dr. Inge Egner, Société Internationale de Linguistique (SIL-International), Abidjan, Côte d'Ivoire, July 4, 1989, September 20, 2007. Source: 1983, Zepp, Raymondː L'a Apprentissage du Calcul dans les Langues de Côte d'Ivoire / The Learning of arithmetic in the Languages of Côte d'Ivoire. Instutut de Linguistique Appliquee / Institute of Applied Linguistics, Dépôt Légal de Côte d'Ivoire, nᵒ 99.","vigesimal","","Alladian has a traditional vigesimal system. There are some missing terms. Need to checked with new data in IPA transcription with tone marks.",""
"34","alum1246-1","Alumu-Tesu, Nasarawa State, Nigeria","alum1246","Alumu-Tesu","aab","Africa",9.01513,8.55956,"Atlantic-Congo","Alumu-Tesu.htm","Mr. Kenneth Kunza Agwadu and Mr. Israel Wade, The Word for the World Initiative Nigeria (TWFTW), Nigeria, July 29, 2021","decimal","","Alumu-Tesu or Arum has a decimal system.",""
"35","amba1263-1","Kwamba (Amba), Uganda, DR of the Congo","amba1263","Amba (Uganda)","rwm","Africa",0.81206,30.0014,"Atlantic-Congo","Amba-Kwamba.htm","Dr. Constance Kutsch Lojenga. SIL International. August 6, 2012, data collected in November 2012.","vigesimal","","Kwamba or Amba is spoken in Western Uganda and a bit in Eastern D. R. Congo, this language has a vigesimal system for counting with lower numerals 1 to 5 similar to those of Bhele (Pere) language. Only the numerals 2-5 take a plural prefix ɓɛ- ~ ɓe- when the noun is in the plural (only animate nouns have singular and plural forms; the plural prefix for the nouns is ɓa-) nkpa moti person one ɓakpa ɓɛɓalɪ people two ɓakpa ɓɛsalɔ people three ɓakpa ɓeini people four ɓakpa ɓɛtanɔ people five but for everything inanimate: no difference in sg/pl for the nouns, and no prefixation for the numerals. ndaɓɔ moti house one ndaɓɔ ɓalɪ house two ndaɓɔ sal? house three ndaɓɔ ini house four ndaɓɔ tanɔ house five 11 komi na mulu moti '10 and ? one' (meaning of mulu unknown) 20 ɓwasi moti 'twenty one = 1 x 20' 21 ɓwasi moti na mulu moti 'twenty one and ? one = 1 x 20 + 1' 30 ɓwasi moti na komi 'twenty one and 10 = 1 x 20 + 10' 40 ɓwasi ɓalɪ 'twenty two = 2 x 20' 50 ɓwasi ɓalɪ na komi 'twenty two and 10 = 2 x 20 + 10' 60 ɓwasi salɔ 'twenty three = 3 x 20’ 70 ɓwasi salɔ na komi 'twenty three and 10 = 3 x 20 + 10' 80 ɓwasi ini 'twenty four = 4 x 20' 90 ɓwasi ini na komi 'twenty four and 10 = 4 x 20 + 10' 100 ɓwasi moti 'hundred one = 1 x 100', or literally: 'axe one' 1000 ɓebue thousand",""
"36","anaa1238-1","Anaang, Nigeria","anaa1238","Anaang","anw","Africa",4.94832,7.57969,"Atlantic-Congo","Anaang.htm","Dr. Itoro Michael, Department of Linguistics, University of Nigeria, Aba Campus, Nigeria. November 10, 2010.",NA,"","Anaang has a numeral system similar to that of Efik. The alternative form for ten ùsʉ́k-kèed means ''ten less one''. There is a word for 400 ńdʉ̀, 500 is ńdʉ̀ m̀mè édíp ìtiên or ikiê ìtiên, and there is a loanword from English àtɔ́sìn for 'thousand'.",""
"37","anii1245-1","Anii, Togo, Benin","anii1245","Anii","blo","Africa",9.11127,1.60169,"Atlantic-Congo","Anii.htm","Miss Deborah Morton, Department of Linguistics, The Ohio University, USA. January 29, 2010.","vigesimal","","Anii has a vigesimal system of counting very different from that the related language. Note that more than one option means there are different noun-class agreement form. There are six forms for number one: dɨ̄ŋ, ɡādɨ̄ŋ, ɡīdɨ̄ŋ, ɡūdɨ̄ŋ, būdɨ̄ŋ, n̄dɨ̄ŋ,",""
"38","anim1239-1","Animere, Ghana","anim1239","Animere","anf","Africa",7.60385,0.41962,"Atlantic-Congo","Animere.htm","Mr. Bryan Donald (Gelles), Linguistics Graduate student, University of Florida, USA, October 29, 2013.","decimal","","Animere has a decimal system different from that of Akebu. The number system for this language is all but lost after ten and only a couple speakers even had any higher numbers. Animere is a critically endangered Ghana-TogoMountain language (Kwa, Niger-Congo) spoken north of the Volta Region, Ghana. A recent sociolinguistic survey of the language estimated that there were less than 30 speakers and that all but three of these speakers are over 40 years old.",""
"39","anuf1239-1","Anufo, Ghana, Togo, Benin","anuf1239","Anufo","cko","Africa",10.2839,0.56021,"Atlantic-Congo","Anufo.htm","Mrs. Jenny Rowe, Summer Institute of Linguistics, Togo-Benin, October 8, 1989. Mr. Tom Holman, Summer Institute of Linguistics, Togo-Benin, December 23, 2007.","decimal","","Anufo has a decimal system similar to that of Baule. Note that for the number kũ 'one', low tone is realized phonetically as low-falling phrase-final.",""
"40","anyi1245-1","Anyin, Côte d'Ivoire, Ghana","anyi1245","Anyin","any","Africa",6.31781,-3.30532,"Atlantic-Congo","Anyin.htm","Mr. Jonathan Burmeister, SIL International, Côte d'Ivoire, September 6, 1998, November 22, 2007.","decimal","","Anyni has a decimal system similar to that of Baule. Anyin has three tonesː High = á, High Falling = â and Low (unmarked).",""
"41","asut1235-1","Asu (Pare), Tanzania","asut1235","Asu (Tanzania)","asa","Africa",-4.17978,37.8323,"Atlantic-Congo","Asu-Pare.htm","anonymous contributor, University of Dar es Salaam, Tanzania, May 26, 1994.","decimal","","Asu (Pare) has a decimal system.",""
"42","atti1239-1","Attié, Côte d'Ivoire","atti1239","Attié","ati","Africa",5.9977,-3.8209,"Atlantic-Congo","Attie.htm","Dr. Cocora Jacques, University of Cocody, Côte d'Ivoire, September 6, 1998","decimal","","Attié has a decimal system of counting. y = IPA [j]. The tones [ ɛ̋ ] and [ő] in numbers 5 (kɛ̋bʌ̃́ ), 6 (kɛ̋mũ̄), 7 ( n̩ső ) and 10 ( kɛ̃̋ŋ̄kʌ̃́ ), actually are ' extra high falling' tones, equivalent to [ɛ43] or [ o43]",""
"43","avat1244-1","Avatime, Ghana","avat1244","Avatime","avn","Africa",6.8688,0.41314,"Atlantic-Congo","Avatime.htm","Mr. Mununkum Divine, GILLBT (The Ghana Institute of Linguistics, Literacy and Bible Translation), Ghana, January 11, 2008","decimal","","Avatime has a decimal system.",""
"44","avik1243-1","Avikam, Lagunes, Côte d'Ivoire","avik1243","Avikam","avi","Africa",5.15838,-5.2529,"Atlantic-Congo","Avikam.htm","Dr. Inge Egner, Société Internationale de Linguistique (SIL-International), Abidjan, Côte d'Ivoire, July 4, 1989, September 20, 2007. Source: 1983, Zepp, Raymondː L'a Apprentissage du Calcul dans les Langues de Côte d'Ivoire / The Learning of arithmetic in the Languages of Côte d'Ivoire. Instutut de Linguistique Appliquee / Institute of Applied Linguistics, Dépôt Légal de Côte d'Ivoire, nᵒ 99.","vigesimal","","Avikam has a traditional vigesimal system.There are some missing terms. Need to checked with new data in IPA transcription with tone marks.",""
"45","awak1250-1","Awak, Nigeria","awak1250","Awak","awo","Africa",9.86334,11.3291,"Atlantic-Congo","Awak.htm","Mr. Gareth Mort, Wycliffe Bible Translator, Jos, Nigeria. July 1, 2010.","decimal","","Awak has a decimal system. The data of this language is mainly written phonetically, they have a 10-vowel (ATR) system and are using IPA symbols to write some of the vowels. Please note also that the forms you had previously for [ʃɪtɪ]/[ʃere] in the numerals are based on the oral pronunciation and are correct for how they are often or usually written – but the [ʃertin] form I have given is the full form of the ‘addition’ word. For your information, almost the only place where there are small divergences from your previous data are with regard to: 1. 100 – all three forms are attested, I am told the younger generation tend to prefer [kʊbɪ] and the older ones [wɔn] or sometimes [bwatɪjɛ]. There are slight transcription differences from the earlier data. 2. There are a few places where the wrong ‘i’ symbol is used in your data – e.g. [narib] and [kʊbi] where it is clear that the alternative [ɪ] is correct because of vowel harmony considerations. Transcription: /sh/ = [ʃ], /ng/ = [ŋ], /y/ = [j]",""
"46","awak1250-2","Awak, Nigeria","awak1250","Awak","awo","Africa",9.86334,11.3291,"Atlantic-Congo","Awak.htm","Mr. Danjuma N. Gambo, Nigeria Bible Translation Trust, Jos, Nigeria. June 22, 2007. Reference sourceː Jungraithmayr, H. 1968-69. Class languages of Tangale-Waja district. Afrika und Übersee.","decimal","","Awak has a decimal system.",""
"47","awin1248-1","Awing, Cameroon","awin1248","Awing","azo","Africa",5.88362,10.264,"Atlantic-Congo","Awing.htm","Mr. Gueche Fosto Hugues Carlos, PhD Student, Dept. of Linguistics, University of Yaoundé I, Cameroun. June 9, 2012.",NA,"","Awing cardinals can be divided into simple and complex cardinals. Simple cardinals consist of the numbers. Complex cardinals results from the combination of simple hundreds or thousands. (1) For tens, “nə̀ɣə́mə́",""
"48","awin1248-2","Awing, Cameroon","awin1248","Awing","azo","Africa",5.88362,10.264,"Atlantic-Congo","Awing.htm","Dr. Domché Teko Engelbert, University of Yaoundé I, Cameroun, November 26, 1996.","decimal","","Awing has a decimal numeral system similar to that of most languages in Ngemba group.",""
"49","awut1241-1","Awutu (Awutu-Efutu), Ghana","awut1241","Awutu","afu","Africa",5.42441,-0.59545,"Atlantic-Congo","Awutu.htm","Mr. Sammy Ntumy, GILLBT (The Ghana Institute of Linguistics, Literacy and Bible Translation), Ghana, April 11, 2002.","decimal","","Awutu has a decimal system similar to that of Nawuri.",""
"50","ayer1245-1","Ayere (Úwû), Nigeria","ayer1245","Ayere","aye","Africa",7.52206,6.01979,"Atlantic-Congo","Ayere-Uwu.htm","Miss Anja Choon, PhD student, SOAS, University of London, UK, August 24, 2013.","vigesimal","","The original Úwû (Ayere) numeral system of is vigesimal, i.e. twenty is the smallest primary base (simplex multiplicand, which forms a series of numbers by multiplying by another, smaller numeral). However, probably through borrowing from English the numeral system has also acquired the primary base ten. The only other primary base that was encountered is two-hundred but hardly seems in use. The complex numerals two-hundred and hundred also appeared in multiplications. They were in free distribution. It can be assumed that the latter was not originally used in multiplications and that this function is borrowed from English, just like the use of ten as a multiplicand. Apart from being a primary base, twenty also is a secondary base (simplex augments or minuend, which forms a series of numbers by adding or subtracting another, smaller numeral), though it is shortened in this function.",""
"51","ayuu1242-1","Ayu, Nigeria","ayuu1242","Ayu","ayu","Africa",9.2634,8.60225,"Atlantic-Congo","Ayu.htm","Dr. Linda Chinelo Nkamigbo and Ms. Samaila Jibrin, Department of Linguistics, Nnamdi Azikiwe University, Awka, Nigeria, October 8, 2013.","decimal","","Ayu has a decimal system, it seems that the numerals 7, 8 and 9 can be analyzed related to 3, 4, 5 etymologically.",""
"52","baat1238-1","Baatonum, Benin, Nigeria","baat1238","Baatonum","bba","Africa",9.63186,2.99607,"Atlantic-Congo","Baatonum.htm","Dr. Issa O. Sanusi, Senior Lecture of Department of Linguistics & Nigeria Languages, University of Ilorin, Nigeria. January 14, 2010","quinary AND vigesimal","","Baatonum has a quinary-vigesimal system. Batɔnu (referred to by non-native speakers as Bariba/Baruba). It is a language of the Gur (Voltaic) subgroup of the Niger-Congo family. The language is spoken as a first language in two adjacent countries: Nigeria and the Republic of Benin. Specifically, Batɔnu is spoken as a first language in Baruten Local Government Area of Kwara State, with its headquarters at Kósùbósù, Nigeria. NB: Unlike in the popular decimal system of Arabic numerals, Batɔnu uses base five (i.e. the quinary) or a multiple of five as the basis upon which both cardinal and ordinal numerals are derived. For instance, the numerals ‘six’ through ‘nine’ are derived based on five plus one through four, while ‘ten’ is regarded as a new unit (i.e. a multiple of five). NB. The data given below is taken from Sanusi, I. O. (1995) ''Counting in Base Five: The Derivation of Numerals in Bàtònu'' Nigerian Language Studies, No.3, pages 13-19. A Journal Published by National Institute for Nigerian Languages, Aba, Abia State, Nigeria.",""
"53","baat1238-2","Baatonum, Benin, Nigeria","baat1238","Baatonum","bba","Africa",9.63186,2.99607,"Atlantic-Congo","Baatonum.htm","Prof. Gabriel Manessy, CNRS (National Center for Scientific Research), France, December 2, 1994. Mr. Pierre Barassounon, Summer Institute of Linguistics-Togo-Benin, January 14, 2008.","quinary AND vigesimal","","Baatonum has a quinary-vigesimal system.",""
"54","baba1264-1","Baba1 (Papia), Cameroon","baba1264","Baba","bbw","Africa",6.11222,10.5216,"Atlantic-Congo","Baba.htm","Dr. Nashipu Julius Pepandze, Lecturer, University of Yaoundé I, Cameroun, May 16, 2012.","decimal","","Baba1 has decimal system.",""
"55","baba1264-2","Baba (Papia), Cameroon","baba1264","Baba","bbw","Africa",6.11222,10.5216,"Atlantic-Congo","Baba.htm","Dr. Domché Teko Engelbert and Fygho Comfort, University of Yaoundé I, Cameroun, May 5, 1995. Mr. Njeck Mathaus, SIL-Cameroun, July 23, 2007",NA,"","The numbers with an asterisk are from Mr. Njeck Mathaus (2007).",""
